@MeasurementDateGMT,@Value,pollutant_std
2023-10-28 15:00:00,26.5,NO2
2023-10-28 16:00:00,33.7,NO2
2023-10-28 17:00:00,27.5,NO2
2023-10-28 18:00:00,34.1,NO2
2023-10-28 19:00:00,58.3,NO2
2023-10-28 20:00:00,57.8,NO2
2023-10-28 21:00:00,72.4,NO2
2023-10-28 22:00:00,57.7,NO2
2023-10-28 23:00:00,60.0,NO2
2023-10-29 00:00:00,29.3,NO2
2023-10-29 01:00:00,19.4,NO2
2023-10-29 02:00:00,31.0,NO2
2023-10-29 03:00:00,16.2,NO2
2023-10-29 04:00:00,17.1,NO2
2023-10-29 05:00:00,26.5,NO2
2023-10-29 06:00:00,57.0,NO2
2023-10-29 07:00:00,56.6,NO2
2023-10-29 08:00:00,52.8,NO2
2023-10-29 09:00:00,38.4,NO2
2023-10-29 10:00:00,56.3,NO2
2023-10-29 11:00:00,50.4,NO2
2023-10-29 12:00:00,60.7,NO2
2023-10-29 13:00:00,56.9,NO2
2023-10-29 14:00:00,39.5,NO2
2023-10-29 15:00:00,63.6,NO2
2023-10-29 16:00:00,55.8,NO2
2023-10-29 17:00:00,77.2,NO2
2023-10-29 18:00:00,54.2,NO2
2023-10-29 19:00:00,75.9,NO2
2023-10-29 20:00:00,76.5,NO2
2023-10-29 21:00:00,80.1,NO2
2023-10-29 22:00:00,73.3,NO2
2023-10-29 23:00:00,59.1,NO2
2023-10-30 00:00:00,38.6,NO2
2023-10-30 01:00:00,34.9,NO2
2023-10-30 02:00:00,20.9,NO2
2023-10-30 03:00:00,16.1,NO2
2023-10-30 04:00:00,44.0,NO2
2023-10-30 05:00:00,64.8,NO2
2023-10-30 06:00:00,83.3,NO2
2023-10-30 07:00:00,83.1,NO2
2023-10-30 08:00:00,71.8,NO2
2023-10-30 09:00:00,53.1,NO2
2023-10-30 10:00:00,69.0,NO2
2023-10-30 11:00:00,68.1,NO2
2023-10-30 12:00:00,63.7,NO2
2023-10-30 13:00:00,80.4,NO2
2023-10-30 14:00:00,80.7,NO2
2023-10-30 15:00:00,94.8,NO2
2023-10-30 16:00:00,78.7,NO2
2023-10-30 17:00:00,112.7,NO2
2023-10-30 18:00:00,85.0,NO2
2023-10-30 19:00:00,88.1,NO2
2023-10-30 20:00:00,66.9,NO2
2023-10-30 21:00:00,80.2,NO2
2023-10-30 22:00:00,82.9,NO2
2023-10-30 23:00:00,57.2,NO2
