SiteCode,SiteName,SpeciesCode,SpeciesDescription,ObjectiveType,Value,Unit,Guideline,Period,SiteSpeciesCount,SpeciesFrequency
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,28,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,24,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,21,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,22,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,23,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,22,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,17,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,24,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,9,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,17,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,12,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,37,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,21,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,8,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,11,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,8,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,3,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,6,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,5,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,42,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,86,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,51,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,94,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,100,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,96,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,88,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,96,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,86,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,94,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,83,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,92,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,89,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,83,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,DUST,PM10 (not reference equiv.),N/A,71,N/A,N/A,N/A,4,3912
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1107,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,2480,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,2768,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,2740,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1580,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1537,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1443,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1272,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,76,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,26,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,11,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,4,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,1,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,3,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,155,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,168,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,154,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,155,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,124,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,123,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,123,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,125,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,76,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,67,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,69,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,58,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,62,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,72,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,35,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,36,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,34,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,45,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,85,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,96,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,95,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,92,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,82,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,77,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,90,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,92,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,97,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,94,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,12,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,23,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,68,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,NO2,Nitrogen Dioxide,N/A,72,N/A,N/A,N/A,4,8076
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,30,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,29,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,32,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,29,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,33,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,28,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,21,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,25,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,25,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,25,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,22,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,19,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,20,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,20,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,18,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,15,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,21,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,5,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,4,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,29,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,10,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,27,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,16,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,9,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,6,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,3,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,9,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,3,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,3,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,2,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,4,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,0,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,1,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,42,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,89,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,99,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,51,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,94,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,99,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,100,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,96,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,88,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,96,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,86,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,94,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,83,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,92,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,89,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,83,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM10,PM10 Particulate,N/A,65,N/A,N/A,N/A,4,6768
WA7,Wandsworth - Putney High Street,PM25,PM2.5 Particulate,N/A,9,N/A,N/A,N/A,4,804
WA7,Wandsworth - Putney High Street,PM25,PM2.5 Particulate,N/A,12,N/A,N/A,N/A,4,804
WA7,Wandsworth - Putney High Street,PM25,PM2.5 Particulate,N/A,6,N/A,N/A,N/A,4,804
WA7,Wandsworth - Putney High Street,PM25,PM2.5 Particulate,N/A,61,N/A,N/A,N/A,4,804
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,1059,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,1662,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,1726,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,661,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,505,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,329,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,403,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,9,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,5,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,19,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,1,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,135,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,128,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,129,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,106,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,95,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,96,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,98,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,60,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,62,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,66,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,53,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,57,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,47,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,51,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,100,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,98,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,99,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,98,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,86,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,97,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,87,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,89,N/A,N/A,N/A,1,8076
WA8,Wandsworth - Putney High Street Facade,NO2,Nitrogen Dioxide,N/A,67,N/A,N/A,N/A,1,8076
WA9,Wandsworth - Putney,CO,Carbon Monoxide,N/A,0,N/A,N/A,N/A,5,966
WA9,Wandsworth - Putney,CO,Carbon Monoxide,N/A,0,N/A,N/A,N/A,5,966
WA9,Wandsworth - Putney,CO,Carbon Monoxide,N/A,88,N/A,N/A,N/A,5,966
WA9,Wandsworth - Putney,CO,Carbon Monoxide,N/A,70,N/A,N/A,N/A,5,966
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,19,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,19,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,19,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,17,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,16,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,15,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,18,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,2,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,1,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,0,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,84,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,99,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,95,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,93,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,98,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,96,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,92,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,92,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,89,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,DUST,PM10 (not reference equiv.),N/A,66,N/A,N/A,N/A,5,3912
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,10,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,2,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,45,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,7,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,0,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,46,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,40,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,40,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,41,N/A,N/A,N/A,5,8076
WA9,Wandsworth - Putney,NO2,Nitrogen Dioxide,N/A,38,N/A,N/A,N/A,5,8076
